year;country;commodity_group;main_commercial_species;preservation;presentation;value(EUR);volume(kg);price
2003;Spain;Flatfish;Sole, other;PS5 Unspecified;PR4 Unspecified;       557000,00;        43000,00;           12,95
2017;Denmark;Miscellaneous aquatic products;Seaweed and other algae;PS5 Unspecified;PR4 Unspecified;         4826,06;        10000,00;            0,48
2017;Estonia;Crustaceans;Freshwater crayfish;PS5 Unspecified;PR4 Unspecified;        30300,00;          800,00;           37,88
2017;Greece;Other marine fish;Seabass, European;PS5 Unspecified;PR4 Unspecified;    247669100,00;     44284700,00;            5,59
2017;Greece;Flatfish;Sole, common;PS5 Unspecified;PR4 Unspecified;         2800,00;          600,00;            4,67
2017;Greece;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;       151200,00;        30500,00;            4,96
2017;Spain;Bivalves and other molluscs and aquatic invertebrates;Clam;PS5 Unspecified;PR4 Unspecified;     12119535,54;      1351113,00;            8,97
2017;Spain;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;PS5 Unspecified;PR4 Unspecified;    130365000,00;    241715200,00;            0,54
2017;Spain;Other marine fish;Seabream, gilthead;PS5 Unspecified;PR4 Unspecified;     88457700,00;     17005400,00;            5,20
2013;Spain;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;PS5 Unspecified;PR4 Unspecified;     79961940,00;    162012000,00;            0,49
2013;France;Bivalves and other molluscs and aquatic invertebrates;Oyster;PS5 Unspecified;PR4 Unspecified;    389121575,00;     77511000,00;            5,02
2013;Croatia;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;      5101015,00;      2739000,00;            1,86
2013;Croatia;Freshwater fish;Pike;PS5 Unspecified;PR4 Unspecified;        31540,00;         6000,00;            5,26
2000;Slovenia;Other marine fish;Other marine fish;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2000;Slovenia;Salmonids;Other salmonids;PS5 Unspecified;PR4 Unspecified;        28000,00;         9000,00;            3,11
2017;France;Crustaceans;Shrimp, warmwater;PS5 Unspecified;PR4 Unspecified;      1207000,00;        57000,00;           21,18
2017;France;Salmonids;Other salmonids;PS5 Unspecified;PR4 Unspecified;         2399,00;       304000,00;            0,01
2017;Croatia;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;        90700,00;        67300,00;            1,35
2017;Croatia;Other marine fish;Seabream, gilthead;PS5 Unspecified;PR4 Unspecified;     31141900,00;      4829600,00;            6,45
2004;France;Freshwater fish;Pike-perch;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2007;Germany;Bivalves and other molluscs and aquatic invertebrates;Oyster;PS5 Unspecified;PR4 Unspecified;       774000,00;        86000,00;            9,00
2017;Ireland;Salmonids;Salmon;PS5 Unspecified;PR4 Unspecified;    133529800,00;     18342000,00;            7,28
2004;France;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;PS5 Unspecified;PR4 Unspecified;     98575000,00;     67780000,00;            1,45
2017;Italy;Other marine fish;Other marine fish;PS5 Unspecified;PR4 Unspecified;     11183600,00;      2658200,00;            4,21
2017;Italy;Bivalves and other molluscs and aquatic invertebrates;Oyster;PS5 Unspecified;PR4 Unspecified;       548800,00;        79500,00;            6,90
2017;Italy;Other marine fish;Seabream, gilthead;PS5 Unspecified;PR4 Unspecified;     55042500,00;      7173300,00;            7,67
2008;Italy;Other marine fish;Other marine fish;PS5 Unspecified;PR4 Unspecified;      3051528,00;       845000,00;            3,61
2003;Czech Republic;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;      1725000,00;       760000,00;            2,27
2008;Lithuania;Freshwater fish;Eel;PS5 Unspecified;PR4 Unspecified;       138149,00;        11000,00;           12,56
2008;Latvia;Crustaceans;Freshwater crayfish;PS5 Unspecified;PR4 Unspecified;         1281,00;            0,00;
2008;Latvia;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;       112708,00;        19000,00;            5,93
2008;Malta;Tuna and tuna-like species;Tuna, bluefin;PS5 Unspecified;PR4 Unspecified;     87056731,00;      5035000,00;           17,29
2008;Netherlands;Other marine fish;Other marine fish;PS5 Unspecified;PR4 Unspecified;       625000,00;       100000,00;            6,25
2003;Germany;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;PS5 Unspecified;PR4 Unspecified;     19413000,00;     28549000,00;            0,68
2003;Germany;Crustaceans;Shrimp, warmwater;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2003;Germany;Flatfish;Halibut, other;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2003;Denmark;Flatfish;Flounder, European;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2008;Portugal;Bivalves and other molluscs and aquatic invertebrates;Mussel, other;PS5 Unspecified;PR4 Unspecified;       139880,00;       269000,00;            0,52
2008;Portugal;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;       734944,00;       304000,00;            2,42
2008;Slovenia;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;       438992,00;       176000,00;            2,49
2013;Italy;Flatfish;Sole, common;PS5 Unspecified;PR4 Unspecified;        69150,00;         9360,00;            7,39
2013;Italy;Freshwater fish;Tilapia;PS5 Unspecified;PR4 Unspecified;         4800,00;         1000,00;            4,80
2013;Latvia;Freshwater fish;Pike-perch;PS5 Unspecified;PR4 Unspecified;         5921,00;         2000,00;            2,96
2013;Malta;Tuna and tuna-like species;Tuna, bluefin;PS5 Unspecified;PR4 Unspecified;     92796658,65;      6123026,50;           15,16
2013;Netherlands;Freshwater fish;Eel;PS5 Unspecified;PR4 Unspecified;     24522500,00;      2885000,00;            8,50
2013;Poland;Crustaceans;Freshwater crayfish;PS5 Unspecified;PR4 Unspecified;          673,53;           30,00;           22,45
2013;Poland;Freshwater fish;Pike-perch;PS5 Unspecified;PR4 Unspecified;       103953,83;        16890,00;            6,15
2017;Latvia;Freshwater fish;Pike;PS5 Unspecified;PR4 Unspecified;        30750,00;        10000,00;            3,08
2017;Malta;Tuna and tuna-like species;Tuna, bluefin;PS5 Unspecified;PR4 Unspecified;    168356300,00;     13120000,00;           12,83
2000;United Kingdom;Salmonids;Other salmonids;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2017;Malta;Other marine fish;Seabream, gilthead;PS5 Unspecified;PR4 Unspecified;     10899700,00;      2458200,00;            4,43
2005;Finland;Salmonids;Other salmonids;PS5 Unspecified;PR4 Unspecified;      3362000,00;       605000,00;            5,56
2003;Denmark;Bivalves and other molluscs and aquatic invertebrates;Oyster;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2003;Estonia;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;        88000,00;        51000,00;            1,73
2002;Slovakia;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;      1525000,00;       639000,00;            2,39
2017;Poland;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;      1392182,66;       374470,00;            3,72
2002;United Kingdom;Crustaceans;Freshwater crayfish;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2007;Spain;Freshwater fish;Eel;PS5 Unspecified;PR4 Unspecified;      3770000,00;       471000,00;            8,00
2000;Ireland;Salmonids;Other salmonids;PS5 Unspecified;PR4 Unspecified;       273000,00;        63000,00;            4,33
2000;Ireland;Freshwater fish;Eel;PS5 Unspecified;PR4 Unspecified;        11000,00;         1000,00;           11,00
2000;Ireland;Bivalves and other molluscs and aquatic invertebrates;Molluscs and aquatic invertebrates, other;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2000;Ireland;Bivalves and other molluscs and aquatic invertebrates;Oyster;PS5 Unspecified;PR4 Unspecified;      9212000,00;      5297000,00;            1,74
2017;Portugal;Bivalves and other molluscs and aquatic invertebrates;Mussel, other;PS5 Unspecified;PR4 Unspecified;      1326164,47;      1722320,00;            0,77
2000;Ireland;Flatfish;Turbot;PS5 Unspecified;PR4 Unspecified;       110000,00;        12000,00;            9,17
2002;United Kingdom;Groundfish;Haddock;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2000;Italy;Other marine fish;Seabass, European;PS5 Unspecified;PR4 Unspecified;     63720000,00;      8100000,00;            7,87
2017;Portugal;Flatfish;Turbot;PS5 Unspecified;PR4 Unspecified;     18669900,00;      2745300,00;            6,80
2000;Lithuania;Freshwater fish;Eel;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2000;Lithuania;Freshwater fish;Pike;PS5 Unspecified;PR4 Unspecified;        30000,00;        16000,00;            1,88
2000;Lithuania;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2000;Lithuania;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;        42000,00;        10000,00;            4,20
2000;Latvia;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;        45000,00;        50000,00;            0,90
2000;Latvia;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;        18000,00;         4000,00;            4,50
2000;Malta;Freshwater fish;Eel;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2000;Netherlands;Freshwater fish;Tilapia;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2002;Sweden;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2002;Slovenia;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;         5000,00;         2000,00;            2,50
2002;Slovenia;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;      2821000,00;       918000,00;            3,07
2006;Latvia;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;       148000,00;        31000,00;            4,77
2006;Malta;Other marine fish;Seabass, European;PS5 Unspecified;PR4 Unspecified;      9885000,00;       155000,00;           63,77
2007;Spain;Small pelagics;Mackerel;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2005;Germany;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;     30038000,00;     11999000,00;            2,50
2005;Germany;Bivalves and other molluscs and aquatic invertebrates;Clam;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2017;Romania;Freshwater fish;Pike-perch;PS5 Unspecified;PR4 Unspecified;       300800,00;       124200,00;            2,42
2017;Romania;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;       138900,00;        46000,00;            3,02
2017;Romania;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;      8281600,00;      2079000,00;            3,98
2000;United Kingdom;Salmonids;Salmon;PS5 Unspecified;PR4 Unspecified;    418879000,00;    128959000,00;            3,25
2017;Sweden;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;PS5 Unspecified;PR4 Unspecified;      1243713,07;      2014000,00;            0,62
2008;Spain;Flatfish;Sole, other;PS5 Unspecified;PR4 Unspecified;       533574,00;        59000,00;            9,04
2008;France;Bivalves and other molluscs and aquatic invertebrates;Molluscs and aquatic invertebrates, other;PS5 Unspecified;PR4 Unspecified;      3242829,00;       549000,00;            5,91
2008;France;Salmonids;Other salmonids;PS5 Unspecified;PR4 Unspecified;      1561445,00;       199000,00;            7,85
2008;Hungary;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;     24736749,00;     12757000,00;            1,94
2008;Ireland;Bivalves and other molluscs and aquatic invertebrates;Abalone;PS5 Unspecified;PR4 Unspecified;       156389,00;         4000,00;           39,10
2008;Ireland;Bivalves and other molluscs and aquatic invertebrates;Clam;PS5 Unspecified;PR4 Unspecified;      1188499,00;       187000,00;            6,36
2008;Italy;Other marine fish;Seabass, European;PS5 Unspecified;PR4 Unspecified;     44271853,00;      6771000,00;            6,54
2008;Italy;Freshwater fish;Eel;PS5 Unspecified;PR4 Unspecified;      4728706,00;       551000,00;            8,58
2008;Italy;Other marine fish;Seabream, other;PS5 Unspecified;PR4 Unspecified;      1023570,00;       136000,00;            7,53
2008;Bulgaria;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;      6654847,00;      3381000,00;            1,97
2008;Bulgaria;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;      8065020,00;      2814000,00;            2,87
2008;Czech Republic;Freshwater fish;Pike;PS5 Unspecified;PR4 Unspecified;       185408,00;       101000,00;            1,84
2008;Czech Republic;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;      2733213,00;       815000,00;            3,35
2008;Germany;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;     55056466,00;     22005000,00;            2,50
2003;Greece;Other marine fish;Seabass, European;PS5 Unspecified;PR4 Unspecified;    131155000,00;     27324000,00;            4,80
2003;Greece;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;       396000,00;       107000,00;            3,70
2003;Greece;Other marine fish;Seabream, other;PS5 Unspecified;PR4 Unspecified;       890000,00;       161000,00;            5,53
2005;Portugal;Other marine fish;Other marine fish;PS5 Unspecified;PR4 Unspecified;       493000,00;        49000,00;           10,06
2005;Portugal;Other marine fish;Seabream, gilthead;PS5 Unspecified;PR4 Unspecified;      7514000,00;      1519000,00;            4,95
2008;Estonia;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;       209748,00;        42000,00;            4,99
2008;Greece;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;       486239,00;       113000,00;            4,30
2008;Greece;Other marine fish;Seabream, gilthead;PS5 Unspecified;PR4 Unspecified;    172949022,00;     51957000,00;            3,33
2019;Denmark;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;    100524050,85;     30904120,00;            3,25
2003;Lithuania;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;        35000,00;         8000,00;            4,38
2003;Latvia;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;       688000,00;       601000,00;            1,14
2004;Portugal;Bivalves and other molluscs and aquatic invertebrates;Clam;PS5 Unspecified;PR4 Unspecified;      9370000,00;      2056000,00;            4,56
2004;Portugal;Cephalopods;Octopus;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2003;Spain;Bivalves and other molluscs and aquatic invertebrates;Oyster;PS5 Unspecified;PR4 Unspecified;      9574000,00;      3827000,00;            2,50
2007;Portugal;Other marine fish;Seabream, gilthead;PS5 Unspecified;PR4 Unspecified;      9168000,00;      1930000,00;            4,75
2007;Portugal;Flatfish;Sole, common;PS5 Unspecified;PR4 Unspecified;        92000,00;         8000,00;           11,50
2000;Portugal;Flatfish;Sole, common;PS5 Unspecified;PR4 Unspecified;       141000,00;        10000,00;           14,10
2004;Slovenia;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;         2000,00;         1000,00;            2,00
2004;Slovenia;Other marine fish;Seabass, European;PS5 Unspecified;PR4 Unspecified;       621000,00;        78000,00;            7,96
2004;Slovenia;Salmonids;Salmon;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2003;United Kingdom;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;     41876000,00;     15305000,00;            2,74
2007;Denmark;Flatfish;Turbot;PS5 Unspecified;PR4 Unspecified;        97000,00;        38000,00;            2,55
2001;Spain;Freshwater fish;Tilapia;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2001;Spain;Flatfish;Turbot;PS5 Unspecified;PR4 Unspecified;     33697000,00;      3636000,00;            9,27
2001;Finland;Salmonids;Other salmonids;PS5 Unspecified;PR4 Unspecified;       762000,00;       181000,00;            4,21
